question,answer1,answer2,answer3,answer4,answer5,url
who plays the voice of johnny in sing,NONE, Taron Egerton as Johnny a teenage gorilla who wants to sing though his father would rather have him follow his criminal footsteps . , Taron Egerton as Johnny a teenage gorilla who wants to sing though his father would rather have him follow his criminal footsteps . , Taron Egerton as Johnny a teenage gorilla who wants to sing though his father would rather have him follow his criminal footsteps . , Taron Egerton as Johnny a teenage gorilla who wants to sing though his father would rather have him follow his criminal footsteps . ,https://en.wikipedia.org//w/index.php?title=Sing_(2016_American_film)&amp;oldid=837851173
who are the faces of the postcode lottery,NONE, People 's Postcode Lottery has a number of celebrity `` ambassadors '' . In March 2018 these included David Attenborough Clare Balding Brian Blessed Judi Dench Shobna Gulati Tim Healy Stephen Jardine Ellen MacArthur Aggie MacKenzie Carey Mulligan John Stapleton and Emma Thompson . Fiona Phillips became an ambassador for People 's Postcode Lottery at the end of 2012 leading the organisation 's DRTV campaigns . ,NONE,NONE,NONE,https://en.wikipedia.org//w/index.php?title=People%27s_Postcode_Lottery&amp;oldid=836422769
curious incident of the dog in the nighttime singapore wikipedia,NONE,NONE,NONE,NONE,NONE,https://en.wikipedia.org//w/index.php?title=The_Curious_Incident_of_the_Dog_in_the_Night-Time&amp;oldid=838183475
which five year plan was affected by indo pak indo china war,NONE,NONE, The Third Five - year Plan stressed agriculture and improvement in the production of wheat but the brief Sino - Indian War of 1962 exposed weaknesses in the economy and shifted the focus towards the defence industry and the Indian Army . In 1965 -- 1966 India fought a War with Pakistan . There was also a severe drought in 1965 . The war led to inflation and the priority was shifted to price stabilisation . The construction of dams continued . Many cement and fertilizer plants were also built . Punjab began producing an abundance of wheat . ,NONE, The Third Five - year Plan stressed agriculture and improvement in the production of wheat but the brief Sino - Indian War of 1962 exposed weaknesses in the economy and shifted the focus towards the defence industry and the Indian Army . In 1965 -- 1966 India fought a War with Pakistan . There was also a severe drought in 1965 . The war led to inflation and the priority was shifted to price stabilisation . The construction of dams continued . Many cement and fertilizer plants were also built . Punjab began producing an abundance of wheat . ,https://en.wikipedia.org//w/index.php?title=Five-Year_Plans_of_India&amp;oldid=838085429
when is the rock n roll hall of fame,NONE,NONE,NONE,NONE,NONE,https://en.wikipedia.org//w/index.php?title=Rock_and_Roll_Hall_of_Fame&amp;oldid=816388123
where was atticus finch born in to kill a mockingbird,NONE,NONE,NONE,NONE,NONE,https://en.wikipedia.org//w/index.php?title=Atticus_Finch&amp;oldid=838429873
what are three different types of hotel properties,NONE,NONE, Hotel barge Bed and breakfast Botel Boutique hotel Bunkhouse ,NONE,NONE,https://en.wikipedia.org//w/index.php?title=Category:Hotel_types&amp;oldid=766350044
india and china went to war in 1962,NONE,NONE,NONE,NONE, The Sino - Indian War ( Hindi : भारत - चीन युद्ध Bhārat - Chīn Yuddh ) also known as the Sino - Indian Border Conflict ( simplified Chinese : 中 印 边境 战争 ; traditional Chinese : 中 印 邊境 戰爭 ; pinyin : Zhōng - Yìn Biānjìng Zhànzhēng ) was a war between China and India that occurred in 1962 . A disputed Himalayan border was the main pretext for war but other issues played a role . There had been a series of violent border incidents after the 1959 Tibetan uprising when India had granted asylum to the Dalai Lama . India initiated a Forward Policy in which it placed outposts along the border including several north of the McMahon Line the eastern portion of a Line of Actual Control proclaimed by Chinese Premier Zhou Enlai in 1959 . ,https://en.wikipedia.org//w/index.php?title=Sino-Indian_War&amp;oldid=822327232
who decides the number of judges in the high court,NONE, In every High Court there is a Chief Justice and many other judges whose number is defined by the President of India . ,NONE,NONE, In every High Court there is a Chief Justice and many other judges whose number is defined by the President of India . ,https://en.wikipedia.org//w/index.php?title=Indian_High_Courts_Act_1861&amp;oldid=813167323
who was the pitcher who broke his arm, The following season a cancerous desmoid tumor was found in Dravecky 's pitching arm . On October 7 1988 he underwent surgery which removed half of the deltoid muscle in his pitching arm and froze the humerus bone in an effort to eliminate all of the cancerous cells . Doctors advised Dravecky to wait until 1990 to pitch again but Dravecky was determined to pitch in 1989 . By July 1989 he was pitching in the minors and on August 10 he made a highly publicized return to the major leagues pitching eight innings and defeating Cincinnati 4 -- 3 . In his following start five days later in Montreal Dravecky pitched three no - hit innings but in the fifth inning he felt a tingling sensation in his arm . In the sixth inning he started off shaky allowing a home run to the leadoff batter and then hitting the second batter Andrés Galarraga . Then on his first pitch to Tim Raines his humerus bone snapped ; the sound of it breaking could be heard throughout the stadium . Dravecky collapsed on the mound . He 'd suffered a clean break midway between his shoulder and elbow ending his season . ,NONE, The following season a cancerous desmoid tumor was found in Dravecky 's pitching arm . On October 7 1988 he underwent surgery which removed half of the deltoid muscle in his pitching arm and froze the humerus bone in an effort to eliminate all of the cancerous cells . Doctors advised Dravecky to wait until 1990 to pitch again but Dravecky was determined to pitch in 1989 . By July 1989 he was pitching in the minors and on August 10 he made a highly publicized return to the major leagues pitching eight innings and defeating Cincinnati 4 -- 3 . In his following start five days later in Montreal Dravecky pitched three no - hit innings but in the fifth inning he felt a tingling sensation in his arm . In the sixth inning he started off shaky allowing a home run to the leadoff batter and then hitting the second batter Andrés Galarraga . Then on his first pitch to Tim Raines his humerus bone snapped ; the sound of it breaking could be heard throughout the stadium . Dravecky collapsed on the mound . He 'd suffered a clean break midway between his shoulder and elbow ending his season . , The following season a cancerous desmoid tumor was found in Dravecky 's pitching arm . On October 7 1988 he underwent surgery which removed half of the deltoid muscle in his pitching arm and froze the humerus bone in an effort to eliminate all of the cancerous cells . Doctors advised Dravecky to wait until 1990 to pitch again but Dravecky was determined to pitch in 1989 . By July 1989 he was pitching in the minors and on August 10 he made a highly publicized return to the major leagues pitching eight innings and defeating Cincinnati 4 -- 3 . In his following start five days later in Montreal Dravecky pitched three no - hit innings but in the fifth inning he felt a tingling sensation in his arm . In the sixth inning he started off shaky allowing a home run to the leadoff batter and then hitting the second batter Andrés Galarraga . Then on his first pitch to Tim Raines his humerus bone snapped ; the sound of it breaking could be heard throughout the stadium . Dravecky collapsed on the mound . He 'd suffered a clean break midway between his shoulder and elbow ending his season . , The following season a cancerous desmoid tumor was found in Dravecky 's pitching arm . On October 7 1988 he underwent surgery which removed half of the deltoid muscle in his pitching arm and froze the humerus bone in an effort to eliminate all of the cancerous cells . Doctors advised Dravecky to wait until 1990 to pitch again but Dravecky was determined to pitch in 1989 . By July 1989 he was pitching in the minors and on August 10 he made a highly publicized return to the major leagues pitching eight innings and defeating Cincinnati 4 -- 3 . In his following start five days later in Montreal Dravecky pitched three no - hit innings but in the fifth inning he felt a tingling sensation in his arm . In the sixth inning he started off shaky allowing a home run to the leadoff batter and then hitting the second batter Andrés Galarraga . Then on his first pitch to Tim Raines his humerus bone snapped ; the sound of it breaking could be heard throughout the stadium . Dravecky collapsed on the mound . He 'd suffered a clean break midway between his shoulder and elbow ending his season . ,https://en.wikipedia.org//w/index.php?title=Dave_Dravecky&amp;oldid=801379748
